MaarjAM accession number,GenBank accession number,Fungal class,Fungal order,Fungal family,Fungal genus,Fungal species,VTX,Source,Source specify,Host subclass,Host superorder,Host order,Host family,Host genus,Host species,Ecosystem,Biome,Habitat,Climatic zone,Biogeo realm,Soil pH,C content,P content,N content,Altitude (m),Average annual precipitation (mm),Continent,Country,State,Location,Coordinates,Culture code,Forward primer,Reverse primer,Marker region,Sequencing method,Sequencing chemistry,Journal,Year,Title,Authors
MOA25473,LT158696,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Hernandez-Hernandez17 Geo2,,soil,,,,,,,,grassland,Tropical grasslands & savannas,savanna,tropical,Neotropic,4.6,5.2 g/kg (Organic C),3 ug/g,0.38 g/kg,,990,South America,Venezuela,Guarico State,La Iguana Experimental Station of Universidad Nacional Experimental Simon Rodriguez,8deg25.00'N 65deg24.00'W,,AML1,AML2,18S rDNA,Sanger,,Science of the Total Environment,2017,Arbuscular mycorrhizal fungal assemblages in biological crusts from a Neotropical savanna are not related to the dominant perennial Trachypogon,"Hernandez-Hernandez, R. M.; Roldan, A.; Caravaca, F.; Rodriguez-Caballero, G.; Torres, M. P.; Maestre, F. T.; Alguacil, M. M."
MOA25485,LT158717,Archaeosporomycetes,Archaeosporales,Ambisporaceae,Ambispora,Hernandez-Hernandez17 Amb1,,soil,,,,,,,,grassland,Tropical grasslands & savannas,savanna,tropical,Neotropic,4.6,5.2 g/kg (Organic C),3 ug/g,0.38 g/kg,,990,South America,Venezuela,Guarico State,La Iguana Experimental Station of Universidad Nacional Experimental Simon Rodriguez,8deg25.00'N 65deg24.00'W,,AML1,AML2,18S rDNA,Sanger,,Science of the Total Environment,2017,Arbuscular mycorrhizal fungal assemblages in biological crusts from a Neotropical savanna are not related to the dominant perennial Trachypogon,"Hernandez-Hernandez, R. M.; Roldan, A.; Caravaca, F.; Rodriguez-Caballero, G.; Torres, M. P.; Maestre, F. T.; Alguacil, M. M."
MOA25488,LT158720,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Hernandez-Hernandez17 Geo1,,soil,,,,,,,,grassland,Tropical grasslands & savannas,savanna,tropical,Neotropic,4.6,5.2 g/kg (Organic C),3 ug/g,0.38 g/kg,,990,South America,Venezuela,Guarico State,La Iguana Experimental Station of Universidad Nacional Experimental Simon Rodriguez,8deg25.00'N 65deg24.00'W,,AML1,AML2,18S rDNA,Sanger,,Science of the Total Environment,2017,Arbuscular mycorrhizal fungal assemblages in biological crusts from a Neotropical savanna are not related to the dominant perennial Trachypogon,"Hernandez-Hernandez, R. M.; Roldan, A.; Caravaca, F.; Rodriguez-Caballero, G.; Torres, M. P.; Maestre, F. T.; Alguacil, M. M."
MOA25493,LT158725,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Hernandez-Hernandez17 Geo1,,soil,,,,,,,,grassland,Tropical grasslands & savannas,savanna,tropical,Neotropic,4.6,5.2 g/kg (Organic C),3 ug/g,0.38 g/kg,,990,South America,Venezuela,Guarico State,La Iguana Experimental Station of Universidad Nacional Experimental Simon Rodriguez,8deg25.00'N 65deg24.00'W,,AML1,AML2,18S rDNA,Sanger,,Science of the Total Environment,2017,Arbuscular mycorrhizal fungal assemblages in biological crusts from a Neotropical savanna are not related to the dominant perennial Trachypogon,"Hernandez-Hernandez, R. M.; Roldan, A.; Caravaca, F.; Rodriguez-Caballero, G.; Torres, M. P.; Maestre, F. T.; Alguacil, M. M."
MOA25495,LT158733,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Hernandez-Hernandez17 Geo2,,other,biocrust,,,,,,,grassland,Tropical grasslands & savannas,savanna,tropical,Neotropic,4.3,10.5 g/kg (Organic C),5 ug/g,0.90 g/kg,,990,South America,Venezuela,Guarico State,La Iguana Experimental Station of Universidad Nacional Experimental Simon Rodriguez,8deg25.00'N 65deg24.00'W,,AML1,AML2,18S rDNA,Sanger,,Science of the Total Environment,2017,Arbuscular mycorrhizal fungal assemblages in biological crusts from a Neotropical savanna are not related to the dominant perennial Trachypogon,"Hernandez-Hernandez, R. M.; Roldan, A.; Caravaca, F.; Rodriguez-Caballero, G.; Torres, M. P.; Maestre, F. T.; Alguacil, M. M."
MOA25499,LT158740,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Hernandez-Hernandez17 Geo2,,other,biocrust,,,,,,,grassland,Tropical grasslands & savannas,savanna,tropical,Neotropic,4.3,10.5 g/kg (Organic C),5 ug/g,0.90 g/kg,,990,South America,Venezuela,Guarico State,La Iguana Experimental Station of Universidad Nacional Experimental Simon Rodriguez,8deg25.00'N 65deg24.00'W,,AML1,AML2,18S rDNA,Sanger,,Science of the Total Environment,2017,Arbuscular mycorrhizal fungal assemblages in biological crusts from a Neotropical savanna are not related to the dominant perennial Trachypogon,"Hernandez-Hernandez, R. M.; Roldan, A.; Caravaca, F.; Rodriguez-Caballero, G.; Torres, M. P.; Maestre, F. T.; Alguacil, M. M."
MOA25508,LT158752,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,Hernandez-Hernandez17 Geo2,,soil,,,,,,,,grassland,Tropical grasslands & savannas,savanna,tropical,Neotropic,4.6,5.2 g/kg (Organic C),3 ug/g,0.38 g/kg,,990,South America,Venezuela,Guarico State,La Iguana Experimental Station of Universidad Nacional Experimental Simon Rodriguez,8deg25.00'N 65deg24.00'W,,AML1,AML2,18S rDNA,Sanger,,Science of the Total Environment,2017,Arbuscular mycorrhizal fungal assemblages in biological crusts from a Neotropical savanna are not related to the dominant perennial Trachypogon,"Hernandez-Hernandez, R. M.; Roldan, A.; Caravaca, F.; Rodriguez-Caballero, G.; Torres, M. P.; Maestre, F. T.; Alguacil, M. M."
MOA24668,LT216694,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,LH-Ar03,,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),201,1250,Asia,Thailand,Baan Don Chang,16B,16deg21.09'N 102deg45.10'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24669,LT216695,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,LH-Ar03,,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),201,1250,Asia,Thailand,Baan Don Chang,16B,16deg21.09'N 102deg45.10'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA25376,LT216696,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,16 year old rubber tree plantation,tropical,Indo-Malay,5.55,0.45% (OM),7.25 mg/kg (Bray II),0.036 % (Total N),201,1250,Asia,Thailand,Baan Don Chang,16B,16deg21.09'N 102deg45.10'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24997,LT216813,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00245,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,3 year old rubber tree plantation,tropical,Indo-Malay,5.51,0.28% (OM),25.43 mg/kg (Bray II),0.059% (Total N),190,1250,Asia,Thailand,Baan Don Chang,3A,16deg21.35'N 102deg45.10'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24998,LT216814,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00245,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,3 year old rubber tree plantation,tropical,Indo-Malay,5.51,0.28% (OM),25.43 mg/kg (Bray II),0.059% (Total N),190,1250,Asia,Thailand,Baan Don Chang,3A,16deg21.35'N 102deg45.10'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24670,LT216883,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,LH-Ar03,,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,3 year old rubber tree plantation,tropical,Indo-Malay,5.51,0.28% (OM),25.43 mg/kg (Bray II),0.059% (Total N),191,1250,Asia,Thailand,Baan Don Chang,3B,16deg21.48'N 102deg45.22'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24671,LT216884,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,LH-Ar03,,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,3 year old rubber tree plantation,tropical,Indo-Malay,5.51,0.28% (OM),25.43 mg/kg (Bray II),0.059% (Total N),191,1250,Asia,Thailand,Baan Don Chang,3B,16deg21.48'N 102deg45.22'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24999,LT216885,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00245,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,3 year old rubber tree plantation,tropical,Indo-Malay,5.51,0.28% (OM),25.43 mg/kg (Bray II),0.059% (Total N),191,1250,Asia,Thailand,Baan Don Chang,3B,16deg21.48'N 102deg45.22'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA25377,LT216886,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00005,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,3 year old rubber tree plantation,tropical,Indo-Malay,5.51,0.28% (OM),25.43 mg/kg (Bray II),0.059% (Total N),191,1250,Asia,Thailand,Baan Don Chang,3B,16deg21.48'N 102deg45.22'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24672,LT217006,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,LH-Ar03,,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,6 year old rubber tree plantation,tropical,Indo-Malay,4.71,0.34% (OM),11.9 mg/kg (Bray II),0.043% (Total N),191,1250,Asia,Thailand,Baan Don Chang,6A,16deg21.45'N 102deg45.20'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24673,LT217007,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,LH-Ar03,,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,6 year old rubber tree plantation,tropical,Indo-Malay,4.71,0.34% (OM),11.9 mg/kg (Bray II),0.043% (Total N),191,1250,Asia,Thailand,Baan Don Chang,6A,16deg21.45'N 102deg45.20'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24674,LT217082,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,LH-Ar03,,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,6 year old rubber tree plantation,tropical,Indo-Malay,4.71,0.34% (OM),11.9 mg/kg (Bray II),0.043% (Total N),184,1250,Asia,Thailand,Baan Don Chang,6B,16deg21.50'N 102deg45.13'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24675,LT217083,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,LH-Ar03,,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,6 year old rubber tree plantation,tropical,Indo-Malay,4.71,0.34% (OM),11.9 mg/kg (Bray II),0.043% (Total N),184,1250,Asia,Thailand,Baan Don Chang,6B,16deg21.50'N 102deg45.13'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA25000,LT217084,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00245,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,6 year old rubber tree plantation,tropical,Indo-Malay,4.71,0.34% (OM),11.9 mg/kg (Bray II),0.043% (Total N),184,1250,Asia,Thailand,Baan Don Chang,6B,16deg21.50'N 102deg45.13'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA25308,LT217085,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,6 year old rubber tree plantation,tropical,Indo-Malay,4.71,0.34% (OM),11.9 mg/kg (Bray II),0.043% (Total N),184,1250,Asia,Thailand,Baan Don Chang,6B,16deg21.50'N 102deg45.13'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA25309,LT217086,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,sp.,VTX00004,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Hevea,brasiliensis,anthropogenic,Anthropogenic ecosystem,6 year old rubber tree plantation,tropical,Indo-Malay,4.71,0.34% (OM),11.9 mg/kg (Bray II),0.043% (Total N),184,1250,Asia,Thailand,Baan Don Chang,6B,16deg21.50'N 102deg45.13'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24661,LT217250,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,LH-Ar01,,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Manihot,esculenta,anthropogenic,Anthropogenic ecosystem,Cassava field,tropical,Indo-Malay,4.94,0.35% (OM),10.18 mg/kg (Bray II),0.037% (Total N),195,1250,Asia,Thailand,Baan Don Chang,CassA,16deg21.30'N 102deg45.20'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24662,LT217251,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,LH-Ar01,,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Manihot,esculenta,anthropogenic,Anthropogenic ecosystem,Cassava field,tropical,Indo-Malay,4.94,0.35% (OM),10.18 mg/kg (Bray II),0.037% (Total N),195,1250,Asia,Thailand,Baan Don Chang,CassA,16deg21.30'N 102deg45.20'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24664,LT217252,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,LH-Ar02,,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Manihot,esculenta,anthropogenic,Anthropogenic ecosystem,Cassava field,tropical,Indo-Malay,4.94,0.35% (OM),10.18 mg/kg (Bray II),0.037% (Total N),195,1250,Asia,Thailand,Baan Don Chang,CassA,16deg21.30'N 102deg45.20'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24665,LT217253,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,LH-Ar02,,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Manihot,esculenta,anthropogenic,Anthropogenic ecosystem,Cassava field,tropical,Indo-Malay,4.94,0.35% (OM),10.18 mg/kg (Bray II),0.037% (Total N),195,1250,Asia,Thailand,Baan Don Chang,CassA,16deg21.30'N 102deg45.20'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
MOA24676,LT217254,Archaeosporomycetes,Archaeosporales,Archaeosporaceae,Archaeospora,LH-Ar03,,plant roots,,Magnoliidae,Rosanae,Malpighiales,Euphorbiaceae,Manihot,esculenta,anthropogenic,Anthropogenic ecosystem,Cassava field,tropical,Indo-Malay,4.94,0.35% (OM),10.18 mg/kg (Bray II),0.037% (Total N),195,1250,Asia,Thailand,Baan Don Chang,CassA,16deg21.30'N 102deg45.20'E,,NS31,AML2,18S rDNA,454 sequencing,GS-FLX Titanium,Mycorrhiza,2016,Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand,"Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M."
