MaarjAM accession number	GenBank accession number	Fungal class	Fungal order	Fungal family	Fungal genus	Fungal species	VTX	Source	Source specify	Host subclass	Host superorder	Host order	Host family	Host genus	Host species	Ecosystem	Biome	Habitat	Climatic zone	Biogeo realm	Soil pH	C content	P content	N content	Altitude (m)	Average annual precipitation (mm)	Continent	Country	State	Location	Coordinates	Culture code	Forward primer	Reverse primer	Marker region	Sequencing method	Sequencing chemistry	Journal	Year	Title	Authors
MOA24765	LT216679	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00001	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	16 year old rubber tree plantation	tropical	Indo-Malay	5,55	0.45% (OM)	7.25 mg/kg (Bray II)	0.036 % (Total N)	198	1250	Asia	Thailand	Baan Don Chang	16A	16deg21.29'N 102deg45.19'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA24766	LT216680	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00001	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	16 year old rubber tree plantation	tropical	Indo-Malay	5,55	0.45% (OM)	7.25 mg/kg (Bray II)	0.036 % (Total N)	198	1250	Asia	Thailand	Baan Don Chang	16A	16deg21.29'N 102deg45.19'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA25249	LT216756	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	16 year old rubber tree plantation	tropical	Indo-Malay	5,55	0.45% (OM)	7.25 mg/kg (Bray II)	0.036 % (Total N)	201	1250	Asia	Thailand	Baan Don Chang	16B	16deg21.09'N 102deg45.10'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA25250	LT216799	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	16 year old rubber tree plantation	tropical	Indo-Malay	5,55	0.45% (OM)	7.25 mg/kg (Bray II)	0.036 % (Total N)	196	1250	Asia	Thailand	Baan Don Chang	16C	16deg21.41'N 102deg45.29'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA25251	LT216800	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	16 year old rubber tree plantation	tropical	Indo-Malay	5,55	0.45% (OM)	7.25 mg/kg (Bray II)	0.036 % (Total N)	196	1250	Asia	Thailand	Baan Don Chang	16C	16deg21.41'N 102deg45.29'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA24958	LT216862	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00238	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	3 year old rubber tree plantation	tropical	Indo-Malay	5,51	0.28% (OM)	25.43 mg/kg (Bray II)	0.059% (Total N)	190	1250	Asia	Thailand	Baan Don Chang	3A	16deg21.35'N 102deg45.10'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA24959	LT216863	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00238	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	3 year old rubber tree plantation	tropical	Indo-Malay	5,51	0.28% (OM)	25.43 mg/kg (Bray II)	0.059% (Total N)	190	1250	Asia	Thailand	Baan Don Chang	3A	16deg21.35'N 102deg45.10'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA25252	LT216864	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	3 year old rubber tree plantation	tropical	Indo-Malay	5,51	0.28% (OM)	25.43 mg/kg (Bray II)	0.059% (Total N)	190	1250	Asia	Thailand	Baan Don Chang	3A	16deg21.35'N 102deg45.10'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA25253	LT216865	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	3 year old rubber tree plantation	tropical	Indo-Malay	5,51	0.28% (OM)	25.43 mg/kg (Bray II)	0.059% (Total N)	190	1250	Asia	Thailand	Baan Don Chang	3A	16deg21.35'N 102deg45.10'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA24960	LT216954	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00238	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	3 year old rubber tree plantation	tropical	Indo-Malay	5,51	0.28% (OM)	25.43 mg/kg (Bray II)	0.059% (Total N)	191	1250	Asia	Thailand	Baan Don Chang	3B	16deg21.48'N 102deg45.22'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA24961	LT216955	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00238	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	3 year old rubber tree plantation	tropical	Indo-Malay	5,51	0.28% (OM)	25.43 mg/kg (Bray II)	0.059% (Total N)	191	1250	Asia	Thailand	Baan Don Chang	3B	16deg21.48'N 102deg45.22'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA25136	LT216956	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	3 year old rubber tree plantation	tropical	Indo-Malay	5,51	0.28% (OM)	25.43 mg/kg (Bray II)	0.059% (Total N)	191	1250	Asia	Thailand	Baan Don Chang	3B	16deg21.48'N 102deg45.22'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA25137	LT216957	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	3 year old rubber tree plantation	tropical	Indo-Malay	5,51	0.28% (OM)	25.43 mg/kg (Bray II)	0.059% (Total N)	191	1250	Asia	Thailand	Baan Don Chang	3B	16deg21.48'N 102deg45.22'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA25254	LT216958	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	3 year old rubber tree plantation	tropical	Indo-Malay	5,51	0.28% (OM)	25.43 mg/kg (Bray II)	0.059% (Total N)	191	1250	Asia	Thailand	Baan Don Chang	3B	16deg21.48'N 102deg45.22'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA25255	LT216959	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	3 year old rubber tree plantation	tropical	Indo-Malay	5,51	0.28% (OM)	25.43 mg/kg (Bray II)	0.059% (Total N)	191	1250	Asia	Thailand	Baan Don Chang	3B	16deg21.48'N 102deg45.22'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA24962	LT217062	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00238	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	6 year old rubber tree plantation	tropical	Indo-Malay	4,71	0.34% (OM)	11.9 mg/kg (Bray II)	0.043% (Total N)	191	1250	Asia	Thailand	Baan Don Chang	6A	16deg21.45'N 102deg45.20'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA24963	LT217063	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00238	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	6 year old rubber tree plantation	tropical	Indo-Malay	4,71	0.34% (OM)	11.9 mg/kg (Bray II)	0.043% (Total N)	191	1250	Asia	Thailand	Baan Don Chang	6A	16deg21.45'N 102deg45.20'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA25256	LT217064	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	6 year old rubber tree plantation	tropical	Indo-Malay	4,71	0.34% (OM)	11.9 mg/kg (Bray II)	0.043% (Total N)	191	1250	Asia	Thailand	Baan Don Chang	6A	16deg21.45'N 102deg45.20'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA25257	LT217065	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	6 year old rubber tree plantation	tropical	Indo-Malay	4,71	0.34% (OM)	11.9 mg/kg (Bray II)	0.043% (Total N)	191	1250	Asia	Thailand	Baan Don Chang	6A	16deg21.45'N 102deg45.20'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA24767	LT217166	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00001	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	6 year old rubber tree plantation	tropical	Indo-Malay	4,71	0.34% (OM)	11.9 mg/kg (Bray II)	0.043% (Total N)	184	1250	Asia	Thailand	Baan Don Chang	6B	16deg21.50'N 102deg45.13'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA24768	LT217167	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00001	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	6 year old rubber tree plantation	tropical	Indo-Malay	4,71	0.34% (OM)	11.9 mg/kg (Bray II)	0.043% (Total N)	184	1250	Asia	Thailand	Baan Don Chang	6B	16deg21.50'N 102deg45.13'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA24964	LT217168	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00238	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	6 year old rubber tree plantation	tropical	Indo-Malay	4,71	0.34% (OM)	11.9 mg/kg (Bray II)	0.043% (Total N)	184	1250	Asia	Thailand	Baan Don Chang	6B	16deg21.50'N 102deg45.13'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA24965	LT217169	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00238	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	6 year old rubber tree plantation	tropical	Indo-Malay	4,71	0.34% (OM)	11.9 mg/kg (Bray II)	0.043% (Total N)	184	1250	Asia	Thailand	Baan Don Chang	6B	16deg21.50'N 102deg45.13'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA25138	LT217170	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	6 year old rubber tree plantation	tropical	Indo-Malay	4,71	0.34% (OM)	11.9 mg/kg (Bray II)	0.043% (Total N)	184	1250	Asia	Thailand	Baan Don Chang	6B	16deg21.50'N 102deg45.13'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA25139	LT217171	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00281	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	6 year old rubber tree plantation	tropical	Indo-Malay	4,71	0.34% (OM)	11.9 mg/kg (Bray II)	0.043% (Total N)	184	1250	Asia	Thailand	Baan Don Chang	6B	16deg21.50'N 102deg45.13'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA25258	LT217172	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	6 year old rubber tree plantation	tropical	Indo-Malay	4,71	0.34% (OM)	11.9 mg/kg (Bray II)	0.043% (Total N)	184	1250	Asia	Thailand	Baan Don Chang	6B	16deg21.50'N 102deg45.13'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA25259	LT217173	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	sp.	VTX00375	plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Hevea	brasiliensis	anthropogenic	Anthropogenic ecosystem	6 year old rubber tree plantation	tropical	Indo-Malay	4,71	0.34% (OM)	11.9 mg/kg (Bray II)	0.043% (Total N)	184	1250	Asia	Thailand	Baan Don Chang	6B	16deg21.50'N 102deg45.13'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
MOA24741	LT217323	Paraglomeromycetes	Paraglomerales	Paraglomeraceae	Paraglomus	LH-Pg01		plant roots		Magnoliidae	Rosanae	Malpighiales	Euphorbiaceae	Manihot	esculenta	anthropogenic	Anthropogenic ecosystem	Cassava field	tropical	Indo-Malay	4,94	0.35% (OM)	10.18 mg/kg (Bray II)	0.037% (Total N)	195	1250	Asia	Thailand	Baan Don Chang	CassA	16deg21.30'N 102deg45.20'E		NS31	AML2	18S rDNA	454 sequencing	GS-FLX Titanium	Mycorrhiza	2016	Diversity of root-associated arbuscular mycorrhizal fungal communities in a rubber tree plantation chronosequence in Northeast Thailand	Herrmann, L.; Lesueur, D.; Brau, L.; Davison, J.; Jairus, T.; Robain, H.; Robin, A.; Vasar, M.; Wiriyakitnateekul, W.; Opik, M.
